paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
34119,hormonal control,C2985296,Therapeutic or Preventive Procedure,MANAGES,function,C0031843,Physiologic Function,False,True
34119,serum calcium,C0036785,Clinical Attribute,CAUSES,secretion,C0036536,Biologic Function,False,True
34119,serum calcium,C0036785,Clinical Attribute,BRINGS_ABOUT,parathyroid hormone,C0020063,"Amino Acid, Peptide, or Protein",False,True
34119,parathyroid hormone,C0020063,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,calcium,C0006675,Pharmacologic Substance,False,True
34119,synthesis,C0220781,Biologic Function,PROCESS_OF,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34119,"1,25(oh)2d",C0006674,Organic Chemical,BRINGS_ABOUT,mobilization,C0185112,Therapeutic or Preventive Procedure,False,True
34119,"1,25(oh)2d",C0006674,Organic Chemical,BRINGS_ABOUT,calcium,C0006675,Pharmacologic Substance,False,True
34119,"1,25(oh)2d",C0006674,Organic Chemical,MANAGES,pth,C0020063,"Amino Acid, Peptide, or Protein",False,True
34120,formation,C0220781,Biologic Function,PROCESS_OF,mature hormone,C0065743,"Amino Acid, Peptide, or Protein",False,True
34120,hydroxylation,C0020365,Natural Phenomenon or Process,OCCURS_IN,kidney,C0022646,"Body Part, Organ, or Organ Component",False,True
34120,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",IS_A,cytochrome,C0010798,"Amino Acid, Peptide, or Protein",False,True
34120,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",IS_A,mixed-function oxidase,C0020364,"Amino Acid, Peptide, or Protein",False,True
34120,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",OCCURS_IN,proximal convoluted tubule cells,C0022677,"Body Part, Organ, or Organ Component",False,True
34120,pth,C0020063,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",False,True
34120,hypophosphatemia,C0085682,Disease or Syndrome,BRINGS_ABOUT,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",False,True
34120,25-hydroxyvitamin d-1α-hydroxylase,C1522417,"Amino Acid, Peptide, or Protein",OCCURS_IN,epidermal keratinocytes,C0022567,Cell,False,True
34120,macrophages,C0024432,Cell,ASSOCIATED_WITH,granulomas,C0018188,Pathologic Function,False,True
34120,macrophages,C0024432,Cell,ASSOCIATED_WITH,lymphomas,C0024299,Neoplastic Process,False,True
34120,interferon γ,C0021747,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
34120,tnf-α,C1448177,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
34120,hypercalcemia,C0020437,Disease or Syndrome,ASSOCIATED_WITH,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34120,glucocorticoids,C0017710,Organic Chemical,DISRUPTS,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34120,ketoconazole,C0022625,Organic Chemical,DISRUPTS,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34120,chloroquine,C0008269,Organic Chemical,DISRUPTS,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34120,glucocorticoids,C0017710,Organic Chemical,MANAGES,serum calcium,C0036785,Clinical Attribute,False,True
34120,chloroquine,C0008269,Organic Chemical,AFFECTS,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34121,vitamin d 24-hydroxylase,C0283470,"Amino Acid, Peptide, or Protein",PERFORMS,hydroxylation,C0020365,Natural Phenomenon or Process,False,True
34121,vitamin d 24-hydroxylase,C0283470,"Amino Acid, Peptide, or Protein",IS_A,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
34121,enzyme,C0014442,"Amino Acid, Peptide, or Protein",OCCURS_IN,tissues,C0040300,Tissue,False,True
34121,"1,25(oh)2d",C0006674,Organic Chemical,BRINGS_ABOUT,enzyme,C0014442,"Amino Acid, Peptide, or Protein",False,True
34122,polar metabolites,C0870883,Biologically Active Substance,DERIVATIVE_OF,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34122,polar metabolites,C0870883,Biologically Active Substance,LOCATION_OF,bile,C0005388,Body Substance,False,True
34122,polar metabolites,C0870883,Biologically Active Substance,OCCURS_IN,circulation,C0005775,Physiologic Function,False,True
34122,recirculation,C0005775,Physiologic Function,ASSOCIATED_WITH,diseases,C0012634,Disease or Syndrome,False,True
34123,"1,25(oh)2d",C0006674,Organic Chemical,BRINGS_ABOUT,biologic effects,C1518287,Physiologic Function,False,True
34123,"1,25(oh)2d",C0006674,Organic Chemical,INTERACTS_WITH,vdr,C0919430,Gene or Genome,False,True
34123,vitamin d receptor,C0108082,"Amino Acid, Peptide, or Protein",PART_OF,nuclear receptor superfamily,C0887829,"Amino Acid, Peptide, or Protein",False,True
34123,vdr,C0919430,Gene or Genome,PART_OF,nuclear receptor superfamily,C0887829,"Amino Acid, Peptide, or Protein",False,True
34123,vdr,C0919430,Gene or Genome,INTERACTS_WITH,dna sequences,C0162326,Nucleotide Sequence,False,True
34123,vdr,C0919430,Gene or Genome,INTERACTS_WITH,retinoid x receptor,C0140283,"Amino Acid, Peptide, or Protein",False,True
34123,coactivators,C1422492,Gene or Genome,AFFECTS,chromatin,C0008546,"Amino Acid, Peptide, or Protein",False,True
34123,coactivators,C1422492,Gene or Genome,PHYSICALLY_RELATED_TO,vdr,C0919430,Gene or Genome,False,True
34123,vdr,C0919430,Gene or Genome,BRINGS_ABOUT,gene expression,C0017262,Genetic Function,False,True
34123,vdr,C0919430,Gene or Genome,PERFORMS,transcriptional repression,C0920533,Genetic Function,False,True
34123,transcriptional repression,C0920533,Genetic Function,AFFECTS,target genes,C1332838,Gene or Genome,False,True
34123,proteins,C0033684,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,transcriptional repression,C0920533,Genetic Function,False,True
34124,vdr,C0919430,Gene or Genome,INTERACTS_WITH,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34124,25(oh)d,C0006657,Pharmacologic Substance,INTERACTS_WITH,vdr,C0919430,Gene or Genome,False,True
34125,vdr,C0919430,Gene or Genome,LOCATION_OF,cells,C0007634,Cell,False,True
34125,vdr,C0919430,Gene or Genome,LOCATION_OF,tissues,C0040300,Tissue,False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,calbindin 9k,C0054444,"Amino Acid, Peptide, or Protein",False,True
34125,calbindin 9k,C0054444,"Amino Acid, Peptide, or Protein",IS_A,calcium-binding protein,C0006732,"Amino Acid, Peptide, or Protein",False,True
34125,active transport,C0005529,Physiologic Function,CARRIES_OUT,calcium,C0006675,Pharmacologic Substance,False,True
34125,active transport,C0005529,Physiologic Function,TRAVERSES,enterocyte,C0682610,Cell,False,True
34125,trpv5,C1414243,Gene or Genome,IS_A,calcium transporters,C1422342,Gene or Genome,False,True
34125,trpv6,C1422342,Gene or Genome,IS_A,calcium transporters,C1422342,Gene or Genome,False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,expression,C0017262,Genetic Function,False,True
34125,expression,C0017262,Genetic Function,PROCESS_OF,genes,C0017337,Gene or Genome,False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,AFFECTS,calcium absorption,C0492305,Medical Device,False,True
34125,osteocalcin,C0029419,"Amino Acid, Peptide, or Protein",IS_A,bone matrix proteins,C0042731,"Amino Acid, Peptide, or Protein",False,True
34125,osteopontin,C0069676,"Amino Acid, Peptide, or Protein",IS_A,bone matrix proteins,C0042731,"Amino Acid, Peptide, or Protein",False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,osteocalcin,C0029419,"Amino Acid, Peptide, or Protein",False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,osteopontin,C0069676,"Amino Acid, Peptide, or Protein",False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,ligand,C0023688,Chemical,False,True
34125,pth,C0020063,"Amino Acid, Peptide, or Protein",CAUSES,ligand,C0023688,Chemical,False,True
34125,ligand,C0023688,Chemical,CAUSES,differentiation,C0007589,Cell Function,False,True
34125,rank,C0667477,"Amino Acid, Peptide, or Protein",LOCATION_OF,progenitors,C0870134,Family Group,False,True
34125,rank,C0667477,"Amino Acid, Peptide, or Protein",LOCATION_OF,osteoclasts,C0029431,Cell,False,True
34125,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,bone resorption,C0005974,Organ or Tissue Function,False,True
34125,vdr-knockout mice,C0206745,Mammal,ASSOCIATED_WITH,rickets,C0035579,Disease or Syndrome,False,True
34125,vdr-knockout mice,C0206745,Mammal,ASSOCIATED_WITH,osteomalacia,C0029442,Disease or Syndrome,False,True
34125,vitamin d action,C0014695,Organic Chemical,LOCATION_OF,gut,C0017189,Body System,False,True
34126,vdr,C0919430,Gene or Genome,LOCATION_OF,parathyroid gland,C0030518,"Body Part, Organ, or Organ Component",False,True
34126,"1,25(oh)2d",C0006674,Organic Chemical,EXHIBITS,antiproliferative effects,C0003392,Organic Chemical,False,True
34126,antiproliferative effects,C0003392,Organic Chemical,AFFECTS,parathyroid cells,C0030518,"Body Part, Organ, or Organ Component",False,True
34126,transcription,C0040649,Genetic Function,PROCESS_OF,pth gene,C1419072,Gene or Genome,False,True
34126,therapies,C0087111,Therapeutic or Preventive Procedure,MANAGES,hyperparathyroidism,C0020502,Disease or Syndrome,False,True
34127,vdr,C0919430,Gene or Genome,LOCATION_OF,organs,C0178784,"Body Part, Organ, or Organ Component",False,True
34127,"1,25(oh)2d",C0006674,Organic Chemical,EXHIBITS,antiproliferative effect,C0003392,Organic Chemical,False,True
34127,keratinocytes,C0022567,Cell,IS_A,cell types,C0007634,Cell,False,True
34127,breast cancer cells,C1512505,Cell,IS_A,cell types,C0007634,Cell,False,True
34127,antiproliferative effect,C0003392,Organic Chemical,AFFECTS,keratinocytes,C0022567,Cell,False,True
34127,antiproliferative effect,C0003392,Organic Chemical,AFFECTS,breast cancer cells,C1512505,Cell,False,True
34127,"1,25(oh)2d",C0006674,Organic Chemical,AFFECTS,keratinocytes,C0022567,Cell,False,True
34127,vdr,C0919430,Gene or Genome,AFFECTS,keratinocytes,C0022567,Cell,False,True
34127,mutant vdrs,C0596988,Cell or Molecular Dysfunction,ASSOCIATED_WITH,alopecia,C0002170,Disease or Syndrome,False,True
34127,vdr,C0919430,Gene or Genome,AFFECTS,hair follicle,C0221971,"Body Part, Organ, or Organ Component",False,True
34128,vitamin d deficiency,C0042870,Disease or Syndrome,IS_A,clinical syndrome,C0221444,Disease or Syndrome,False,True
34128,biologic effects,C1518287,Physiologic Function,PROPERTY_OF,"1,25(oh)2d",C0006674,Organic Chemical,False,True
34128,elderly,C0001792,Population Group,ASSOCIATED_WITH,vitamin d deficiency,C0042870,Disease or Syndrome,False,True
34128,nursing home residents,C0682287,Population Group,ASSOCIATED_WITH,vitamin d deficiency,C0042870,Disease or Syndrome,False,True
34128,vitamin d synthesis,C1157731,Molecular Function,LOCATION_OF,skin,C0444099,Body Substance,False,True
34128,absorption,C2347023,Organism Function,PROCESS_OF,vitamin d,C0014695,Organic Chemical,False,True
34128,absorption,C2347023,Organism Function,LOCATION_OF,intestine,C0021853,"Body Part, Organ, or Organ Component",False,True
34128,age,C0001779,Organism Attribute,DISRUPTS,vitamin d synthesis,C1157731,Molecular Function,False,True
34128,age,C0001779,Organism Attribute,DISRUPTS,absorption,C2347023,Organism Function,False,True
34128,enterohepatic circulation,C0014362,Organ or Tissue Function,PROCESS_OF,metabolites,C0870883,Biologically Active Substance,False,True
34128,drugs,C0013227,Pharmacologic Substance,DISRUPTS,metabolites,C0870883,Biologically Active Substance,False,True
34128,drugs,C0013227,Pharmacologic Substance,CAUSES,hepatic cytochrome,C0010798,"Amino Acid, Peptide, or Protein",False,True
34128,drugs,C0013227,Pharmacologic Substance,CAUSES,p450 mixed-function oxidases,C0020364,"Amino Acid, Peptide, or Protein",False,True
34128,barbiturates,C0004745,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,True
34128,phenytoin,C0031507,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,True
34128,rifampin,C0035608,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,True
34128,25-hydroxylation,C0020365,Natural Phenomenon or Process,ASSOCIATED_WITH,liver disease,C0023895,Disease or Syndrome,False,True
34128,25-hydroxylation,C0020365,Natural Phenomenon or Process,ASSOCIATED_WITH,isoniazid,C0022209,Organic Chemical,False,True
34128,25-hydroxylation,C0020365,Natural Phenomenon or Process,CAUSES,vitamin d deficiency,C0042870,Disease or Syndrome,False,True
34128,mutation,C0026882,Genetic Function,LOCATION_OF,gene,C0017337,Gene or Genome,False,True
34128,gene,C0017337,Gene or Genome,PERFORMS,25-hydroxylation,C0020365,Natural Phenomenon or Process,False,True
34128,1α-hydroxylation,C0020365,Natural Phenomenon or Process,ASSOCIATED_WITH,profound renal dysfunction,C1565489,Disease or Syndrome,False,True
34128,fgf23,C1414605,Gene or Genome,DISRUPTS,1α-hydroxylation,C0020365,Natural Phenomenon or Process,False,True
34128,functional renal mass,C0232804,Organ or Tissue Function,DISRUPTS,1α-hydroxylation,C0020365,Natural Phenomenon or Process,False,True
34128,mutations,C0026882,Genetic Function,CAUSES,genetic disorder,C0019247,Disease or Syndrome,False,True
34128,deficiency rickets,C0162429,Disease or Syndrome,IS_A,genetic disorder,C0019247,Disease or Syndrome,False,True
34128,patients,C0030705,Patient or Disabled Group,EXHIBITS,growth retardation,C0151686,Pathologic Function,False,True
34128,patients,C0030705,Patient or Disabled Group,EXHIBITS,rickets,C0035579,Disease or Syndrome,False,True
34128,patients,C0030705,Patient or Disabled Group,EXHIBITS,hypocalcemic seizures,C1855841,Disease or Syndrome,False,True
34128,pth,C0020063,"Amino Acid, Peptide, or Protein",LOCATION_OF,serum,C0229671,Body Substance,False,True
34128,metabolites,C0870883,Biologically Active Substance,DERIVATIVE_OF,vitamin d,C0014695,Organic Chemical,False,True
34128,recessive disorder,C3899988,Disease or Syndrome,PROPERTY_OF,autosomal,C0596142,Cell Component,False,True
34128,resistant rickets,C3536983,Disease or Syndrome,IS_A,recessive disorder,C3899988,Disease or Syndrome,False,True
34128,resistant rickets,C3536983,Disease or Syndrome,RESULT_OF,vitamin d receptor mutations,C0108082,"Amino Acid, Peptide, or Protein",False,True
34128,secondary hyperparathyroidism,C0020503,Disease or Syndrome,CAUSES,1α-hydroxylase activity,C1151087,Molecular Function,False,True
34128,"1,25(oh)2d",C0006674,Organic Chemical,CAUSES,24-hydroxylase,C0020364,"Amino Acid, Peptide, or Protein",False,True
34128,receptor mutation,C4724176,Cell or Molecular Dysfunction,DISRUPTS,intestinal mineral ion absorption,C0021826,Organ or Tissue Function,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,RESULT_OF,calcium absorption,C0492305,Medical Device,False,True
34133,calcium absorption,C0492305,Medical Device,LOCATION_OF,intestinal,C0021853,"Body Part, Organ, or Organ Component",False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,CAUSES,hypocalcemia,C0020598,Disease or Syndrome,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,DISRUPTS,mineralization,C0006660,Organ or Tissue Function,False,True
34133,mineralization,C0006660,Organ or Tissue Function,LOCATION_OF,skeleton,C0037253,Body System,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,CAUSES,osteopenia,C0029453,Disease or Syndrome,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,DISRUPTS,bone mineral density,C0005938,Clinical Attribute,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,CAUSES,proximal myopathy,C0410198,Disease or Syndrome,False,True
34133,vitamin d deficiency,C0042870,Disease or Syndrome,ASSOCIATED_WITH,cardiovascular causes,C0007226,Body System,False,True
34133,hypocalcemia,C0020598,Disease or Syndrome,EXHIBITS,acute symptoms,C1457887,Sign or Symptom,False,True
34133,tingling,C0030554,Disease or Syndrome,IS_A,acute symptoms,C1457887,Sign or Symptom,False,True
34133,seizures,C0036572,Sign or Symptom,IS_A,acute symptoms,C1457887,Sign or Symptom,False,True
34133,hypomagnesemia,C0151723,Disease or Syndrome,DISRUPTS,parathyroid function,C2242456,Physiologic Function,False,True
34133,bisphosphonates,C0012544,Organic Chemical,DISRUPTS,bone resorption,C0005974,Organ or Tissue Function,False,True
34134,vitamin d deficiency,C0042870,Disease or Syndrome,CAUSES,growth retardation,C0151686,Pathologic Function,False,True
34134,growth retardation,C0151686,Pathologic Function,ASSOCIATED_WITH,expansion,C0007595,Cell Function,False,True
34134,expansion,C0007595,Cell Function,PROCESS_OF,growth plate,C0018283,"Body Part, Organ, or Organ Component",False,True
34134,hypertrophic zone,C0020564,Pathologic Function,PART_OF,normal growth plate,C0018270,Organism Function,False,True
34134,rickets,C0035579,Disease or Syndrome,ASSOCIATED_WITH,vitamin d,C0014695,Organic Chemical,False,True
34134,expansion,C0007595,Cell Function,PROCESS_OF,chondrocyte layer,C0225369,Cell,False,True
34134,proliferation,C0334094,Pathologic Function,PROCESS_OF,chondrocytes,C0225369,Cell,False,True
34134,differentiation,C0007589,Cell Function,PROCESS_OF,chondrocytes,C0225369,Cell,False,True
34134,chondrocytes,C0225369,Cell,LOCATION_OF,rachitic growth plate,C0018283,"Body Part, Organ, or Organ Component",False,True
34134,apoptosis,C0162638,Cell Function,PROCESS_OF,chondrocytes,C0225369,Cell,False,True
34134,apoptosis,C0162638,Cell Function,PRECEDES,replacement,C0035139,Therapeutic or Preventive Procedure,False,True
34134,replacement,C0035139,Therapeutic or Preventive Procedure,USES,osteoblasts,C0029418,Cell,False,True
34134,replacement,C0035139,Therapeutic or Preventive Procedure,CO_OCCURS_WITH,endochondral bone formation,C0231561,Organ or Tissue Function,False,True
34134,hypophosphatemia,C0085682,Disease or Syndrome,IS_A,etiologic factor,C0005515,Biologically Active Substance,False,True
